2	4	5403
2	3	7561
3	4	2158
3	1	11571
1	2	4010
2	0	12955
0	2	0
2	1	1384
0	3	1384
3	4	5394
0	3	0
5	0	15421
3	2	0
0	1	2466
0	3	2466
2	1	2466
5	0	0
3	0	0
0	1	0
5	1	0
3	1	0
1	0	0
3	2	0
2	3	0
5	0	0
3	2	0
3	2	0
4	1	2466
2	3	0
2	5	0
2	5	0
3	4	0
4	1	0
2	0	0
5	2	0
1	3	0
0	5	0
1	5	0
3	0	0
4	3	0
2	1	0
2	0	0
4	0	0
2	1	0
1	3	0
5	0	0
4	1	0
2	1	0
1	2	0
1	5	0
5	2	0
5	4	0
1	3	0
4	2	0
4	5	0
3	5	0
5	2	0
1	3	0
3	5	0
2	1	0
3	0	0
4	1	0
2	1	0
1	5	0
2	1	0
4	0	0
4	3	0
0	3	0
4	5	0
5	0	0
4	0	0
4	3	0
1	2	0
2	3	0
1	0	0
0	3	0
1	2	0
5	3	0
1	4	0
0	3	0
0	5	0
0	3	0
5	4	0
0	5	0
3	1	0
4	2	0
3	2	0
3	2	0
2	0	0
2	1	0
3	5	0
5	4	0
0	3	0
2	5	0
3	4	0
2	1	0
0	2	0
2	5	0
0	3	0
5	1	0
5	3	0
4	3	0
5	3	0
4	1	0
2	1	0
4	5	0
0	3	0
3	2	0
0	3	0
2	3	0
4	5	0
5	2	0
0	2	0
1	4	0
2	1	0
5	4	0
5	1	0
3	5	0
4	2	0
2	4	0
0	3	0
1	2	0
1	3	0
2	4	0
0	4	0
1	3	0
0	2	0
5	0	0
5	4	0
2	5	0
1	5	0
1	4	0
3	0	0
4	2	0
2	3	0
5	3	0
0	1	0
5	2	0
0	2	0
0	1	0
5	4	0
3	2	0
4	2	0
2	1	0
1	4	0
3	1	0
4	0	0
1	4	0
1	2	0
5	2	0
5	2	0
2	3	0
3	5	0
1	3	0
0	5	0
1	0	0
1	0	0
0	4	0
5	3	0
1	2	0
4	2	0
3	2	0
3	1	0
2	1	0
4	5	0
0	2	0
0	1	0
3	5	0
0	4	0
5	1	0
3	2	0
1	3	0
5	2	0
4	2	0
0	4	0
4	0	0
1	0	0
5	0	0
2	1	0
2	3	0
3	4	0
5	3	0
5	3	0
3	0	0
3	0	0
5	3	0
0	5	0
0	4	0
2	3	0
3	1	0
4	5	0
1	3	0
2	5	0
0	2	0
3	0	0
4	5	0
0	1	0
3	0	0
4	2	0
2	5	0
0	3	0
4	2	0
3	1	0
3	2	0
2	4	0
2	0	0
4	1	0
4	2	0
3	0	0
3	2	0
4	1	0
4	2	0
4	5	0
4	3	0
0	2	0
3	5	0
1	5	0
4	5	0
5	2	0
4	0	0
4	3	0
2	5	0
3	1	0
2	4	0
4	0	0
2	0	0
2	1	0
5	0	0
4	0	0
2	3	0
1	4	0
5	3	0
2	5	0
3	1	0
3	2	0
3	2	0
2	4	0
2	0	0
2	3	0
3	1	0
0	1	0
5	1	0
1	4	0
1	3	0
1	0	0
3	4	0
0	2	0
0	3	0
3	5	0
3	1	0
5	1	0
1	4	0
2	1	0
3	4	0
2	4	0
3	5	0
0	3	0
4	3	0
3	0	0
0	4	0
1	0	0
3	2	0
0	3	0
1	2	0
0	4	0
0	1	0
3	1	0
1	5	0
0	5	0
4	0	0
1	3	0
5	0	0
4	1	0
4	1	0
0	3	0
3	2	0
4	1	0
3	2	0
4	1	0
3	5	0
0	4	0
5	3	0
4	3	0
2	4	0
3	1	0
4	5	0
4	2	0
0	5	0
0	3	0
3	2	0
2	1	0
2	1	0
2	0	0
5	0	0
3	4	0
4	2	0
3	0	0
3	2	0
4	3	0
5	4	0
1	3	0
3	5	0
0	4	0
1	0	0
0	2	0
4	0	0
5	0	0
3	1	0
5	0	0
0	2	0
0	3	0
0	1	0
3	1	0
1	5	0
3	5	0
0	5	0
0	5	0
0	4	0
4	5	0
2	4	0
4	3	0
1	0	0
0	2	0
4	3	0
0	2	0
5	4	0
1	3	0
5	2	0
5	4	0
0	3	0
3	2	0
2	5	0
2	4	0
1	4	0
0	3	0
1	2	0
2	3	0
1	2	0
3	1	0
0	4	0
1	0	0
4	1	0
1	0	0
0	1	0
2	5	0
1	0	0
2	1	0
2	4	0
0	1	0
3	1	0
0	1	0
4	3	0
4	0	0
1	2	0
3	4	0
5	3	0
0	4	0
4	0	0
4	1	0
3	1	0
2	4	0
5	1	0
0	2	0
1	4	0
1	3	0
4	5	0
3	1	0
4	3	0
5	2	0
3	2	0
2	0	0
2	5	0
1	3	0
3	1	0
0	1	0
0	5	0
1	3	0
1	2	0
0	5	0
0	5	0
1	5	0
5	1	0
2	5	0
3	2	0
2	4	0
0	3	0
2	1	0
2	3	0
3	1	0
5	1	0
0	3	0
0	4	0
2	3	0
2	5	0
5	1	0
1	3	0
5	3	0
5	0	0
0	5	0
4	1	0
5	0	0
2	1	0
4	0	0
1	3	0
3	5	0
5	3	0
4	3	0
4	3	0
5	0	0
4	5	0
1	0	0
2	5	0
4	3	0
0	4	0
1	0	0
4	1	0
0	5	0
2	4	0
4	1	0
0	4	0
0	5	0
4	5	0
1	3	0
1	4	0
3	1	0
3	2	0
4	0	0
2	5	0
4	5	0
0	5	0
0	5	0
4	1	0
5	2	0
4	2	0
2	1	0
0	1	0
3	0	0
2	4	0
4	3	0
4	1	0
0	4	0
1	5	0
3	1	0
3	4	0
0	3	0
5	4	0
3	4	0
3	0	0
5	4	0
5	1	0
1	3	0
2	0	0
1	4	0
3	5	0
3	4	0
4	2	0
3	0	0
4	3	0
2	4	0
2	3	0
1	4	0
4	0	0
0	3	0
2	3	0
5	2	0
2	0	0
1	5	0
1	2	0
0	1	0
2	5	0
5	3	0
5	4	0
1	2	0
2	3	0
3	4	0
2	3	0
4	0	0
3	2	0
5	1	0
0	4	0
4	2	0
0	4	0
5	2	0
3	1	0
0	5	0
1	2	0
5	0	0
3	1	0
0	5	0
3	5	0
2	3	0
0	4	0
0	3	0
2	1	0
3	2	0
3	1	0
5	0	0
1	4	0
2	4	0
5	2	0
4	1	0
5	3	0
5	0	0
5	4	0
5	0	0
4	1	0
3	1	0
4	5	0
0	4	0
4	3	0
1	2	0
5	0	0
4	0	0
2	5	0
3	4	0
3	5	0
1	2	0
4	2	0
4	5	0
0	2	0
4	0	0
1	0	0
0	3	0
2	3	0
1	3	0
4	2	0
4	2	0
0	1	0
0	4	0
4	3	0
1	0	0
2	4	0
3	5	0
3	1	0
1	0	0
5	1	0
2	5	0
5	4	0
2	4	0
4	5	0
3	1	0
2	0	0
0	2	0
3	1	0
4	1	0
2	5	0
1	4	0
1	3	0
0	3	0
5	1	0
0	3	0
1	3	0
2	0	0
0	2	0
3	5	0
2	3	0
0	5	0
1	0	0
0	1	0
2	1	0
1	5	0
2	5	0
1	2	0
1	0	0
0	2	0
3	4	0
0	2	0
4	2	0
0	5	0
0	1	0
2	1	0
1	5	0
1	2	0
1	4	0
5	0	0
2	5	0
3	1	0
1	2	0
3	1	0
0	3	0
3	1	0
3	5	0
0	1	0
1	3	0
0	4	0
3	2	0
1	4	0
5	1	0
3	0	0
2	1	0
1	4	0
3	2	0
3	5	0
3	4	0
3	4	0
4	5	0
5	1	0
3	2	0
4	5	0
2	5	0
