0	1	3079
3	2	6637
4	3	9413
4	3	0
0	4	12492
2	3	2776
4	5	15421
2	3	0
4	2	6008
0	1	9413
4	0	2929
4	1	2929
1	4	0
0	2	0
1	2	0
3	2	6008
2	1	0
0	2	0
0	2	0
1	4	0
5	3	0
4	5	0
1	3	0
3	0	0
0	2	0
4	3	0
5	1	0
3	5	0
0	5	0
4	2	0
1	4	0
5	1	0
5	1	0
2	5	0
3	0	0
4	5	0
1	4	0
3	4	0
1	2	0
0	4	0
4	5	0
4	0	0
3	1	0
5	4	0
3	4	0
4	3	0
4	3	0
2	4	0
2	5	0
0	3	0
4	2	0
4	2	0
4	0	0
2	3	0
3	5	0
2	1	0
3	1	0
5	0	0
2	0	0
4	0	0
5	1	0
5	1	0
4	2	0
5	0	0
0	5	0
1	2	0
5	1	0
5	3	0
3	4	0
5	2	0
1	2	0
5	3	0
1	3	0
0	5	0
0	1	0
3	4	0
2	0	0
1	3	0
2	1	0
3	2	0
3	0	0
1	2	0
4	5	0
1	2	0
3	1	0
2	4	0
1	2	0
2	4	0
1	0	0
2	3	0
1	0	0
0	1	0
5	2	0
2	3	0
5	0	0
3	4	0
4	0	0
0	1	0
4	2	0
3	2	0
5	0	0
5	0	0
1	3	0
0	1	0
3	1	0
0	5	0
3	5	0
2	4	0
4	3	0
5	4	0
0	5	0
2	1	0
3	4	0
2	3	0
4	5	0
0	2	0
1	0	0
4	2	0
4	3	0
3	2	0
1	4	0
4	1	0
1	4	0
5	0	0
2	5	0
5	1	0
1	3	0
3	5	0
1	3	0
5	4	0
4	3	0
4	2	0
3	0	0
5	2	0
0	5	0
2	4	0
4	0	0
0	4	0
4	2	0
0	1	0
3	4	0
5	3	0
2	0	0
3	5	0
1	4	0
1	4	0
0	1	0
2	1	0
0	5	0
5	0	0
4	3	0
0	4	0
4	3	0
5	1	0
3	1	0
1	5	0
1	2	0
3	2	0
4	0	0
1	3	0
3	5	0
0	3	0
1	2	0
1	5	0
1	0	0
3	2	0
4	1	0
1	3	0
3	0	0
0	1	0
5	4	0
5	3	0
0	5	0
4	0	0
3	2	0
2	0	0
0	3	0
4	0	0
4	0	0
0	3	0
3	5	0
0	5	0
0	5	0
0	3	0
4	5	0
0	3	0
2	1	0
3	5	0
2	0	0
4	2	0
2	4	0
2	4	0
2	5	0
1	0	0
3	5	0
1	0	0
0	1	0
3	5	0
3	0	0
1	3	0
2	1	0
2	3	0
2	3	0
0	1	0
1	0	0
5	0	0
3	5	0
2	5	0
3	2	0
5	2	0
0	2	0
0	4	0
0	4	0
5	4	0
0	4	0
4	0	0
4	2	0
2	3	0
1	3	0
1	3	0
4	3	0
4	5	0
5	3	0
0	2	0
3	5	0
5	4	0
2	5	0
5	4	0
0	4	0
5	4	0
3	2	0
0	3	0
3	0	0
0	1	0
5	2	0
1	4	0
5	1	0
4	2	0
4	3	0
4	2	0
0	3	0
1	0	0
2	4	0
5	2	0
4	2	0
0	4	0
2	0	0
2	0	0
2	5	0
4	2	0
1	3	0
3	5	0
3	4	0
4	5	0
0	2	0
3	5	0
0	3	0
3	2	0
5	1	0
0	5	0
2	0	0
2	0	0
1	3	0
2	5	0
5	1	0
0	3	0
5	3	0
4	0	0
4	0	0
4	3	0
4	0	0
5	1	0
1	5	0
3	0	0
1	2	0
1	2	0
5	1	0
4	3	0
0	2	0
4	3	0
1	2	0
5	2	0
1	0	0
4	0	0
0	3	0
2	5	0
1	5	0
4	2	0
0	1	0
5	2	0
1	4	0
5	0	0
3	2	0
4	2	0
0	5	0
5	1	0
3	2	0
0	5	0
4	2	0
0	4	0
0	1	0
2	5	0
1	2	0
4	2	0
3	0	0
5	3	0
3	1	0
2	3	0
2	4	0
5	1	0
2	5	0
2	5	0
4	5	0
0	2	0
3	1	0
1	3	0
5	2	0
3	5	0
1	4	0
2	5	0
2	1	0
4	0	0
3	0	0
4	5	0
1	4	0
1	0	0
3	1	0
3	2	0
1	5	0
3	4	0
3	5	0
2	1	0
2	0	0
0	5	0
2	5	0
0	2	0
4	3	0
4	0	0
3	1	0
3	0	0
5	2	0
4	3	0
3	1	0
2	4	0
0	5	0
0	5	0
4	3	0
5	4	0
1	0	0
5	1	0
0	4	0
2	5	0
1	0	0
4	3	0
4	0	0
0	5	0
5	2	0
1	4	0
0	5	0
2	0	0
4	1	0
3	1	0
2	3	0
1	0	0
3	1	0
4	2	0
5	0	0
4	0	0
1	3	0
5	0	0
1	0	0
3	0	0
3	0	0
3	5	0
0	2	0
3	4	0
0	3	0
3	4	0
5	1	0
5	2	0
5	0	0
3	4	0
3	4	0
4	0	0
2	4	0
0	2	0
2	4	0
4	0	0
3	1	0
0	5	0
0	3	0
2	1	0
3	1	0
2	3	0
5	1	0
5	2	0
4	0	0
0	4	0
1	5	0
0	3	0
0	1	0
4	0	0
3	1	0
3	2	0
4	1	0
5	4	0
4	1	0
2	4	0
3	5	0
5	0	0
5	1	0
0	3	0
0	4	0
1	3	0
1	3	0
3	0	0
2	1	0
0	3	0
1	3	0
2	3	0
2	0	0
1	5	0
2	5	0
1	4	0
0	2	0
4	3	0
0	5	0
5	4	0
4	1	0
1	4	0
3	4	0
1	2	0
4	2	0
5	3	0
4	3	0
5	1	0
1	0	0
2	1	0
5	1	0
5	4	0
5	0	0
2	0	0
5	4	0
1	4	0
3	1	0
3	5	0
4	2	0
0	5	0
5	2	0
5	1	0
5	4	0
3	0	0
2	5	0
3	2	0
0	3	0
1	4	0
2	0	0
4	5	0
2	1	0
2	5	0
3	2	0
5	3	0
5	1	0
4	5	0
4	1	0
2	4	0
1	4	0
2	4	0
0	4	0
0	3	0
2	0	0
2	5	0
4	1	0
1	0	0
4	1	0
0	2	0
1	0	0
5	2	0
4	0	0
1	3	0
3	5	0
1	5	0
1	5	0
4	3	0
2	0	0
3	0	0
5	4	0
5	1	0
3	4	0
2	4	0
0	4	0
0	5	0
1	5	0
1	3	0
0	5	0
1	3	0
0	5	0
0	4	0
5	0	0
2	1	0
1	2	0
1	0	0
3	1	0
4	2	0
3	1	0
3	4	0
0	1	0
0	2	0
1	5	0
5	3	0
5	4	0
5	0	0
4	5	0
1	0	0
3	4	0
0	4	0
5	0	0
5	4	0
5	3	0
4	0	0
3	2	0
3	4	0
0	4	0
0	3	0
1	3	0
5	4	0
2	4	0
1	4	0
0	4	0
1	5	0
1	5	0
1	0	0
2	3	0
4	0	0
4	5	0
0	3	0
5	0	0
3	0	0
1	2	0
3	1	0
1	4	0
5	1	0
2	0	0
3	4	0
5	0	0
3	5	0
1	4	0
4	0	0
4	5	0
0	5	0
2	3	0
0	1	0
4	0	0
5	3	0
4	2	0
3	1	0
2	5	0
3	2	0
3	1	0
4	2	0
3	4	0
1	3	0
3	4	0
4	2	0
2	3	0
2	5	0
4	3	0
3	5	0
2	3	0
0	4	0
1	5	0
5	4	0
2	0	0
0	4	0
0	5	0
3	2	0
2	5	0
1	5	0
0	5	0
2	1	0
3	0	0
2	1	0
0	2	0
0	1	0
4	2	0
2	3	0
2	3	0
4	0	0
1	0	0
1	4	0
5	3	0
2	5	0
3	1	0
0	5	0
5	0	0
2	0	0
4	3	0
2	0	0
3	2	0
5	0	0
